,Education,Neuroticism (N-Score),Extroversion (E-Score),Openness (O-Score),Agreeableness (A-Score),Conscientiousness (C-Score),Impulsiveness (BIS-11),Sensation (SS),Alcohol,Amphetamines,Amyl nitrites,Benzos,Caffeine,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal Highs,LSD,Methamphetamine,Magic Mushrooms,Nicotine,Semer,Inhalants/Volatiles,Age_18-24,Age_25-34,Age_35-44,Age_45-54,Age_55-64,Age_65+,Gender_F,Gender_M,Country_Australia,Country_Canada,Country_Ireland,Country_New Zealand,Country_Other,Country_UK,Country_USA,Ethnicity_1.90725,Ethnicity_Asian,Ethnicity_Black,Ethnicity_Other,Ethnicity_White,Ethnicity_White-Asian,Ethnicity_White-Black
1077,F,41,30.0,36,44,33,1,2,4,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1078,H,39,51.0,45,45,46,5,8,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1079,H,25,50.0,48,50,50,3,5,5,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1080,H,33,43.0,44,45,38,3,5,5,0,0,0,6,6,0,0,0,0,0,2,0,0,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1081,H,42,47.0,40,40,32,2,3,6,0,0,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1082,G,35,39.0,49,45,45,1,5,5,2,2,0,6,4,0,0,3,0,2,3,0,0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1083,H,33,43.0,52,42,53,5,7,6,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1084,F,34,39.0,50,46,46,2,7,6,2,0,2,6,5,2,0,2,0,2,0,2,0,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1085,H,35,46.0,58,41,44,1,4,3,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1086,H,41,43.0,46,41,44,4,4,6,0,2,0,6,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1087,H,31,39.0,48,47,48,4,3,6,6,0,3,6,6,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1088,G,26,49.0,47,50,40,1,8,6,2,5,0,6,5,2,0,0,0,0,0,0,0,2,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1089,H,42,49.0,45,57,38,7,7,5,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1090,B,31,44.0,38,50,43,4,4,4,3,0,5,6,5,3,0,3,0,0,3,3,3,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1091,G,21,34.0,42,35,32,4,8,3,4,6,0,6,4,4,0,4,0,0,4,4,0,3,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1092,G,23,51.0,40,39,46,6,7,6,2,0,2,6,5,3,0,3,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1093,H,31,46.0,47,43,48,6,5,5,0,0,2,4,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1094,H,47,32.0,40,43,43,3,0,5,0,0,0,6,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1095,D,30,35.0,56,54,33,3,4,5,2,3,3,5,4,0,0,3,0,4,3,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1096,E,27,40.0,51,44,37,6,6,3,2,0,4,6,6,2,2,3,2,2,3,2,6,3,6,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1097,E,36,37.0,46,37,37,1,5,4,0,0,0,6,4,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1098,H,24,48.0,48,46,46,3,7,5,2,2,0,5,6,2,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1099,E,30,43.0,45,45,28,4,8,6,4,0,0,6,5,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1100,G,39,39.0,42,41,50,2,4,5,0,0,2,6,5,3,0,4,0,2,2,4,0,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1101,H,28,39.0,45,40,39,3,9,6,0,3,0,5,5,3,0,4,0,0,0,3,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1102,D,26,42.0,57,37,28,4,8,5,0,0,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1103,E,25,32.0,51,35,26,1,6,6,3,2,3,6,5,3,0,4,0,3,3,4,0,4,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1104,I,34,38.0,43,56,52,1,6,4,0,0,0,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1105,E,54,38.0,49,35,34,4,8,5,3,2,2,3,5,3,0,4,2,2,0,3,3,2,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1106,G,47,47.0,53,42,38,8,10,5,4,2,3,5,6,2,0,4,0,4,3,2,0,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1107,E,27,51.0,55,51,40,4,7,6,5,3,5,6,5,5,0,5,0,5,3,3,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1108,E,57,29.0,33,44,29,6,4,5,3,1,6,6,5,3,0,1,1,2,0,1,3,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1109,E,38,39.0,44,56,51,1,2,5,0,0,6,6,4,0,0,4,0,0,3,4,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1110,I,40,37.0,50,45,32,7,6,6,6,0,2,6,6,2,0,1,0,0,0,3,3,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1111,D,27,31.0,41,36,46,2,4,5,0,4,3,6,6,4,0,4,0,3,3,3,3,4,6,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1112,E,12,43.0,46,51,54,3,8,5,0,0,0,6,6,0,0,0,0,0,4,3,3,3,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1113,B,41,36.0,49,26,40,6,5,3,1,1,1,6,6,1,0,0,3,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1114,E,45,40.0,54,42,31,7,7,5,0,0,3,6,6,0,0,3,0,0,6,4,0,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1115,E,51,31.0,45,37,37,2,5,6,4,0,6,6,6,0,0,4,0,0,4,3,3,3,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1116,G,21,55.0,60,50,40,5,10,6,6,0,3,6,6,3,0,3,0,0,0,4,5,5,6,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1117,E,46,37.0,46,31,34,6,8,4,5,0,3,4,5,0,0,3,0,0,3,3,0,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1118,G,26,48.0,49,46,47,4,5,5,2,2,0,6,6,2,0,2,0,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1119,E,32,-2.44904,37,38,40,4,8,2,5,0,3,6,4,2,0,0,3,2,2,2,6,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1120,B,35,26.0,56,43,39,2,4,3,2,0,2,6,4,3,2,2,0,2,2,2,4,2,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1121,F,43,33.0,38,43,32,5,4,6,6,2,3,6,6,3,0,3,0,4,6,0,0,2,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1122,D,26,40.0,29,46,42,7,6,6,2,2,5,4,6,3,3,3,0,4,6,2,0,2,6,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1123,F,49,30.0,43,42,24,3,5,4,4,2,5,6,5,3,0,4,3,0,4,0,2,3,6,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1124,C,41,37.0,42,32,46,3,6,3,1,0,4,6,3,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1125,E,49,33.0,51,45,36,5,9,4,3,0,5,6,5,2,2,3,2,0,6,5,3,3,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1126,E,46,25.0,41,50,32,6,7,5,5,0,3,6,5,3,2,3,0,0,2,3,6,2,6,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1127,E,22,31.0,52,53,28,3,7,5,0,0,0,3,6,0,0,0,0,3,3,3,3,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1128,E,40,41.0,45,43,27,7,8,6,3,3,6,4,5,2,2,3,5,5,6,2,0,2,6,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1129,F,56,45.0,51,29,28,8,10,4,0,0,6,6,0,4,0,2,5,0,0,2,4,2,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1130,H,42,35.0,47,35,40,3,5,6,2,3,6,6,6,3,0,2,2,2,6,2,3,3,3,0,6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1131,F,24,41.0,56,50,44,7,8,3,3,0,2,3,5,0,0,3,0,0,3,3,0,3,6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1132,H,40,48.0,38,37,38,8,7,5,5,0,4,6,6,3,0,0,0,0,3,0,6,0,6,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1133,D,49,44.0,44,34,29,7,9,3,3,0,4,6,5,3,3,3,3,3,3,3,4,3,6,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1134,I,35,42.0,40,43,45,1,3,5,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1135,G,39,26.0,46,47,32,3,3,5,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1136,E,41,31.0,49,16,38,8,9,6,3,0,3,6,6,3,0,4,2,2,3,2,2,3,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1137,E,27,43.0,47,52,40,3,9,6,2,0,5,5,5,5,3,4,3,0,3,0,5,3,5,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1138,G,51,28.0,51,36,30,5,9,4,2,0,3,6,4,0,0,2,0,0,0,0,0,0,6,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1139,F,40,31.0,47,42,46,5,6,4,1,0,6,6,0,3,3,0,2,1,3,1,6,4,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1140,E,54,26.0,54,52,33,3,9,6,3,0,4,6,4,0,0,0,0,0,4,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1141,G,38,32.0,41,41,37,4,3,1,1,1,3,6,6,1,0,1,0,0,0,1,0,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1142,E,51,34.0,41,35,25,3,6,5,4,2,0,6,3,3,0,4,0,0,3,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1143,H,38,35.0,48,43,34,2,2,5,6,0,4,6,5,0,0,0,0,4,5,4,4,4,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1144,G,14,37.0,38,33,48,3,6,5,6,5,3,6,4,2,0,4,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1145,F,53,33.0,47,33,32,6,4,3,3,1,4,6,3,1,1,2,0,2,5,3,3,2,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1146,E,37,41.0,47,39,37,5,10,5,4,2,4,6,5,6,3,5,2,3,2,3,3,3,5,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1147,D,30,44.0,44,46,48,2,4,1,6,2,6,5,5,2,0,2,2,2,0,2,0,2,6,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1148,E,48,37.0,50,50,45,4,7,4,6,3,6,6,4,2,2,2,2,2,4,2,0,2,5,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1149,G,52,27.0,42,41,32,6,3,1,3,0,2,6,6,1,2,0,1,0,1,0,0,0,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1150,H,39,35.0,41,35,40,5,10,3,0,0,0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1151,D,41,34.0,45,42,27,5,9,4,3,0,3,4,4,0,0,0,0,0,3,3,3,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1152,H,40,41.0,48,48,38,4,8,6,2,2,0,6,4,3,0,4,0,5,3,3,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1153,I,27,51.0,56,53,38,3,9,6,2,2,4,6,6,0,0,4,0,3,3,0,0,5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1154,E,38,39.0,44,39,45,3,4,3,2,0,4,3,6,2,0,2,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1155,E,42,52.0,57,46,39,7,8,4,5,0,0,5,5,3,0,6,0,3,6,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1156,F,31,40.0,44,35,48,2,7,3,2,2,3,6,5,1,0,0,0,0,3,1,0,1,6,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1157,G,42,39.0,47,43,33,4,9,6,2,2,3,4,5,3,0,3,0,0,2,2,0,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1158,C,44,32.0,36,37,43,5,8,5,6,0,0,6,4,5,0,4,0,0,3,3,0,3,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1159,E,36,39.0,56,44,44,5,10,5,3,0,3,4,4,4,0,2,3,0,3,2,3,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1160,I,34,33.0,48,49,54,2,4,5,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1161,C,32,42.0,46,44,45,4,6,4,5,4,5,6,4,4,0,3,0,0,3,2,0,3,6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1162,E,44,32.0,49,39,49,6,5,5,0,0,5,4,5,0,0,0,0,0,5,0,5,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1163,G,32,36.0,52,48,28,8,10,6,0,0,0,6,6,3,0,2,0,2,3,0,0,4,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1164,G,41,33.0,53,41,46,3,6,5,1,0,0,6,6,0,0,4,0,0,2,4,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1165,D,44,38.0,55,38,34,6,8,6,2,0,0,6,5,0,0,0,0,0,4,0,3,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1166,F,40,39.0,45,30,34,5,7,5,6,2,3,6,6,1,0,0,0,2,0,2,3,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1167,G,25,48.0,55,51,44,2,5,6,0,0,0,6,6,2,0,2,1,2,0,1,0,2,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1168,E,37,36.0,46,38,43,2,7,3,0,0,5,6,5,0,0,0,0,0,0,1,6,2,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1169,E,33,41.0,39,47,48,6,7,5,3,0,3,6,5,3,0,3,4,3,2,0,3,2,3,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1170,E,40,41.0,55,47,46,1,6,4,0,0,3,6,6,0,0,2,0,0,2,2,0,0,3,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1171,E,36,34.0,52,41,49,3,8,4,5,0,6,6,6,6,1,3,3,3,2,3,3,3,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1172,H,39,34.0,46,37,49,8,10,6,6,0,0,6,6,0,0,0,0,0,1,1,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1173,E,23,40.0,40,48,40,3,8,3,3,0,0,6,5,0,0,4,0,0,4,4,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1174,E,44,39.0,46,34,35,1,6,5,2,0,6,2,5,3,0,3,0,0,5,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1175,E,31,42.0,47,53,43,7,7,5,0,0,3,6,5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1176,H,55,43.0,57,24,32,8,10,4,6,0,4,6,6,4,0,1,3,1,4,1,4,0,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1177,E,28,38.0,42,48,40,3,2,0,3,0,4,6,3,0,0,0,0,0,3,3,6,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1178,E,34,28.0,48,39,40,2,7,2,0,0,0,3,6,0,0,2,0,2,2,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1179,E,52,37.0,42,40,34,4,7,5,3,2,3,6,6,4,0,0,0,0,0,3,2,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1180,F,40,37.0,42,56,36,5,6,6,3,2,3,6,6,3,0,3,0,4,4,4,3,4,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1181,G,31,47.0,52,41,53,2,5,5,3,0,3,6,5,0,0,4,0,4,3,3,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1182,B,34,31.0,45,49,44,3,8,4,1,0,5,6,4,1,0,0,0,0,0,1,6,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1183,E,44,38.0,50,37,35,6,8,5,5,0,3,6,5,0,0,3,3,0,4,0,4,0,6,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1184,E,26,44.0,48,47,36,8,7,6,0,0,2,5,6,0,0,3,0,0,5,0,0,3,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1185,G,48,38.0,52,46,42,4,6,5,0,2,0,6,6,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1186,I,32,43.0,49,40,42,3,6,6,1,2,2,6,6,2,1,2,1,1,5,2,0,3,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1187,E,25,49.0,49,39,42,7,7,4,4,0,0,6,5,6,0,4,0,0,3,0,0,3,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1188,H,18,42.0,51,54,48,2,4,5,0,0,0,6,5,2,0,3,0,0,2,3,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1189,E,42,44.0,49,44,22,8,9,3,6,2,0,6,6,0,0,0,0,4,4,0,2,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1190,D,51,29.0,49,46,33,8,9,6,6,2,5,4,4,3,2,3,0,3,0,0,0,3,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1191,E,14,47.0,53,53,38,4,7,5,3,0,0,4,4,0,0,3,0,0,3,3,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1192,G,39,41.0,51,36,45,5,9,5,2,0,5,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1193,E,45,37.0,46,40,29,6,7,5,3,0,5,6,6,0,0,5,0,0,5,2,0,5,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1194,E,41,38.0,42,38,38,3,8,4,3,0,0,6,5,3,0,3,0,0,3,0,0,3,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1195,G,27,38.0,45,30,40,5,1,0,6,0,0,3,6,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1196,B,32,-2.44904,41,43,44,1,3,5,0,0,3,6,3,2,0,2,0,0,0,0,5,3,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1197,E,55,19.0,37,45,27,5,9,3,0,0,0,6,5,0,0,0,0,0,6,0,0,3,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1198,G,37,28.0,49,49,29,3,3,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1199,E,39,46.0,57,38,37,7,10,5,4,4,4,5,4,5,0,4,6,0,4,3,4,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1200,E,29,45.0,48,36,36,3,8,6,0,0,0,6,5,0,0,2,0,4,2,4,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1201,D,40,43.0,44,34,40,5,9,5,3,0,4,6,0,3,3,3,5,3,3,3,5,3,6,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1202,E,44,30.0,49,36,33,4,8,3,2,0,5,6,4,3,0,2,0,0,2,2,5,2,6,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1203,D,26,36.0,46,29,31,7,7,5,0,0,0,5,6,0,0,0,0,0,2,0,0,0,6,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1204,G,31,50.0,55,52,50,3,5,4,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1205,F,37,40.0,51,28,51,6,10,6,0,2,3,6,5,3,3,0,4,0,3,4,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1206,E,22,33.0,50,36,39,5,7,3,3,0,0,3,5,0,2,3,0,5,5,3,0,3,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1207,G,26,44.0,43,36,47,6,8,5,4,2,4,6,5,3,0,4,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1208,E,23,47.0,50,39,36,6,7,5,0,0,0,6,5,0,0,0,0,0,4,0,0,4,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1209,E,33,32.0,48,40,34,1,8,5,0,0,0,3,4,0,0,0,0,0,3,5,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1210,E,45,41.0,50,42,26,1,7,4,6,0,0,5,4,3,0,4,0,0,2,0,0,0,4,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
